definition,filters,n,wins,rate,half1,half2,notes
promote,NOT same_theme_broken & NOT unopened,1427,391,0.2740,222/766=29.0%,169/661=25.6%,yizi_today=0.0% | yizi_next_all=2.5% | height{2:930;3:274;4:122;5:48;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
promote,same_theme_broken & is_mid_2_3,146,40,0.2740,21/58=36.2%,19/88=21.6%,yizi_today=14.4% | yizi_next_all=7.5% | height{2:116;3:30} | themes=25 | dates=59
promote,NOT prev_leader_baoliang & NOT one_price_today,1183,324,0.2739,190/616=30.8%,134/567=23.6%,yizi_today=0.0% | yizi_next_all=4.1% | height{2:781;3:228;4:97;5:39;6:20;7:9;8:6;10:1;11:1;13:1} | themes=119 | dates=106
promote,leader_absent & NOT theme_alive_own & NOT href_le1,106,29,0.2736,17/62=27.4%,12/44=27.3%,yizi_today=17.9% | yizi_next_all=7.5% | height{2:88;3:15;4:2;5:1} | themes=64 | dates=50
promote,theme_alive_own & opened & NOT href_le1,926,253,0.2732,156/524=29.8%,97/402=24.1%,yizi_today=0.0% | yizi_next_all=2.9% | height{2:684;3:162;4:61;5:14;6:4;8:1} | themes=84 | dates=176
promote,NOT leader_absent & NOT one_price_today & NOT boards_ge5,1219,333,0.2732,194/627=30.9%,139/592=23.5%,yizi_today=0.0% | yizi_next_all=2.9% | height{2:887;3:218;4:114} | themes=115 | dates=121
promote,NOT leader_absent & NOT one_price_today & NOT own_baoliang,1135,310,0.2731,182/578=31.5%,128/557=23.0%,yizi_today=0.0% | yizi_next_all=3.3% | height{2:887;3:127;4:60;5:25;6:16;7:11;8:6;9:1;12:1;13:1} | themes=113 | dates=121
promote,NOT one_price_today & NOT same_theme_baoliang,2033,555,0.2730,319/1047=30.5%,236/986=23.9%,yizi_today=0.0% | yizi_next_all=3.5% | height{2:1455;3:338;4:145;5:50;6:23;7:11;8:7;9:1;10:1;12:1;13:1} | themes=143 | dates=207
promote,NOT one_price_today & NOT href_le1,1653,451,0.2728,281/908=30.9%,170/745=22.8%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:1282;3:247;4:91;5:27;6:5;8:1} | themes=133 | dates=177
promote,NOT one_price_today & NOT is_new_high & NOT href_le1,1653,451,0.2728,281/908=30.9%,170/745=22.8%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:1282;3:247;4:91;5:27;6:5;8:1} | themes=133 | dates=177
promote,NOT leader_absent & NOT one_price_today & NOT theme_alive_own,220,60,0.2727,39/119=32.8%,21/101=20.8%,yizi_today=0.0% | yizi_next_all=1.8% | height{2:150;3:38;4:15;5:8;6:2;7:2;8:3;9:1;18:1} | themes=87 | dates=105
promote,same_theme_broken & NOT is_sub_high,121,33,0.2727,25/61=41.0%,8/60=13.3%,yizi_today=19.8% | yizi_next_all=7.4% | height{2:88;3:16;4:11;5:5;10:1} | themes=24 | dates=51
promote,height_drop & same_theme_baoliang,110,30,0.2727,14/50=28.0%,16/60=26.7%,yizi_today=19.1% | yizi_next_all=9.1% | height{2:47;3:34;4:17;5:6;6:4;7:1;10:1} | themes=25 | dates=35
promote,leader_absent & is_fanbao,44,12,0.2727,1/4=25.0%,11/40=27.5%,yizi_today=4.5% | yizi_next_all=0.0% | height{2:33;3:8;4:3} | themes=20 | dates=27
promote,is_fanbao & lag0,44,12,0.2727,1/4=25.0%,11/40=27.5%,yizi_today=4.5% | yizi_next_all=0.0% | height{2:33;3:8;4:3} | themes=20 | dates=27
promote,leader_absent & theme_alive_own & is_fanbao,44,12,0.2727,1/4=25.0%,11/40=27.5%,yizi_today=4.5% | yizi_next_all=0.0% | height{2:33;3:8;4:3} | themes=20 | dates=27
promote,leader_absent & NOT boards_ge5 & is_fanbao,44,12,0.2727,1/4=25.0%,11/40=27.5%,yizi_today=4.5% | yizi_next_all=0.0% | height{2:33;3:8;4:3} | themes=20 | dates=27
promote,is_fanbao & href_le1,33,9,0.2727,1/4=25.0%,8/29=27.6%,yizi_today=6.1% | yizi_next_all=3.0% | height{2:15;3:6;4:9;5:3} | themes=11 | dates=24
promote,theme_alive_own & is_fanbao & href_le1,33,9,0.2727,1/4=25.0%,8/29=27.6%,yizi_today=6.1% | yizi_next_all=3.0% | height{2:15;3:6;4:9;5:3} | themes=11 | dates=24
promote,NOT leader_absent & opened & NOT own_baoliang,763,208,0.2726,127/399=31.8%,81/364=22.3%,yizi_today=0.0% | yizi_next_all=2.5% | height{2:583;3:100;4:36;5:16;6:12;7:9;8:4;9:1;12:1;13:1} | themes=98 | dates=121
promote,prev_leader_baoliang & is_sub_high,224,61,0.2723,32/107=29.9%,29/117=24.8%,yizi_today=13.8% | yizi_next_all=5.4% | height{2:154;3:51;4:16;5:3} | themes=54 | dates=53
promote,NOT boards_ge5 & opened & NOT href_le1,1098,299,0.2723,185/610=30.3%,114/488=23.4%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:833;3:198;4:67} | themes=118 | dates=177
promote,opened,1525,415,0.2721,234/805=29.1%,181/720=25.1%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:998;3:295;4:128;5:51;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
promote,NOT unopened,1525,415,0.2721,234/805=29.1%,181/720=25.1%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:998;3:295;4:128;5:51;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
promote,NOT one_price_today & opened,1525,415,0.2721,234/805=29.1%,181/720=25.1%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:998;3:295;4:128;5:51;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
promote,NOT one_price_today & NOT unopened,1525,415,0.2721,234/805=29.1%,181/720=25.1%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:998;3:295;4:128;5:51;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
promote,opened & NOT unopened,1525,415,0.2721,234/805=29.1%,181/720=25.1%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:998;3:295;4:128;5:51;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
promote,NOT one_price_today & NOT boards_ge5 & NOT opened,669,182,0.2720,98/316=31.0%,84/353=23.8%,yizi_today=0.0% | yizi_next_all=5.4% | height{2:528;3:90;4:51} | themes=105 | dates=196
promote,opened & NOT is_fanbao & href_le1,379,103,0.2718,42/171=24.6%,61/208=29.3%,yizi_today=0.0% | yizi_next_all=2.1% | height{2:154;3:92;4:54;5:31;6:23;7:13;8:6;9:1;10:1;11:1;12:1;13:1;18:1} | themes=70 | dates=153
promote,NOT one_price_today & NOT own_baoliang & href_le1,427,116,0.2717,41/153=26.8%,75/274=27.4%,yizi_today=0.0% | yizi_next_all=3.5% | height{2:244;3:76;4:49;5:20;6:17;7:11;8:6;9:1;10:1;12:1;13:1} | themes=68 | dates=133
promote,theme_alive & is_sub_high,199,54,0.2714,15/48=31.2%,39/151=25.8%,yizi_today=9.0% | yizi_next_all=5.5% | height{2:133;3:55;4:7;5:4} | themes=50 | dates=48
promote,NOT height_drop & NOT one_price_today,1650,447,0.2709,253/861=29.4%,194/789=24.6%,yizi_today=0.0% | yizi_next_all=3.2% | height{2:1121;3:281;4:139;5:52;6:26;7:15;8:10;9:1;10:1;11:1;12:1;13:1;18:1} | themes=131 | dates=149
promote,NOT is_sub_high & is_fanbao,96,26,0.2708,1/4=25.0%,25/92=27.2%,yizi_today=11.5% | yizi_next_all=3.1% | height{2:70;3:13;4:9;5:4} | themes=29 | dates=55
promote,NOT height_new_high & NOT one_price_today,1954,529,0.2707,274/939=29.2%,255/1015=25.1%,yizi_today=0.0% | yizi_next_all=3.2% | height{2:1360;3:327;4:159;5:59;6:30;7:14;8:5} | themes=138 | dates=185
promote,theme_alive_own & opened,1267,343,0.2707,189/663=28.5%,154/604=25.5%,yizi_today=0.0% | yizi_next_all=2.8% | height{2:823;3:243;4:114;5:41;6:25;7:12;8:5;10:1;11:1;12:1;13:1} | themes=91 | dates=206
promote,theme_alive_own & NOT unopened,1267,343,0.2707,189/663=28.5%,154/604=25.5%,yizi_today=0.0% | yizi_next_all=2.8% | height{2:823;3:243;4:114;5:41;6:25;7:12;8:5;10:1;11:1;12:1;13:1} | themes=91 | dates=206
promote,NOT one_price_today & theme_alive_own & opened,1267,343,0.2707,189/663=28.5%,154/604=25.5%,yizi_today=0.0% | yizi_next_all=2.8% | height{2:823;3:243;4:114;5:41;6:25;7:12;8:5;10:1;11:1;12:1;13:1} | themes=91 | dates=206
promote,leader_absent & is_sub_high,329,89,0.2705,45/146=30.8%,44/183=24.0%,yizi_today=14.0% | yizi_next_all=5.5% | height{2:251;3:55;4:15;5:7;6:1} | themes=70 | dates=65
promote,is_sub_high & lag0,329,89,0.2705,45/146=30.8%,44/183=24.0%,yizi_today=14.0% | yizi_next_all=5.5% | height{2:251;3:55;4:15;5:7;6:1} | themes=70 | dates=65
promote,leader_absent & NOT is_new_high & href_le1,329,89,0.2705,45/146=30.8%,44/183=24.0%,yizi_today=14.0% | yizi_next_all=5.5% | height{2:251;3:55;4:15;5:7;6:1} | themes=70 | dates=65
promote,NOT prev_leader_baoliang & opened,818,221,0.2702,132/445=29.7%,89/373=23.9%,yizi_today=0.0% | yizi_next_all=2.7% | height{2:513;3:170;4:75;5:29;6:16;7:8;8:4;10:1;11:1;13:1} | themes=102 | dates=106
promote,NOT prev_leader_baoliang & NOT unopened,818,221,0.2702,132/445=29.7%,89/373=23.9%,yizi_today=0.0% | yizi_next_all=2.7% | height{2:513;3:170;4:75;5:29;6:16;7:8;8:4;10:1;11:1;13:1} | themes=102 | dates=106
promote,opened & NOT same_theme_baoliang,1377,372,0.2702,216/731=29.5%,156/646=24.1%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:948;3:257;4:102;5:33;6:19;7:9;8:5;9:1;10:1;12:1;13:1} | themes=124 | dates=207
promote,NOT unopened & NOT same_theme_baoliang,1377,372,0.2702,216/731=29.5%,156/646=24.1%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:948;3:257;4:102;5:33;6:19;7:9;8:5;9:1;10:1;12:1;13:1} | themes=124 | dates=207
promote,NOT one_price_today & NOT is_new_high & NOT opened,641,173,0.2699,102/318=32.1%,71/323=22.0%,yizi_today=0.0% | yizi_next_all=4.8% | height{2:524;3:71;4:32;5:13;6:1} | themes=101 | dates=193
promote,NOT one_price_today & NOT boards_ge5 & NOT href_le1,1620,437,0.2698,269/878=30.6%,168/742=22.6%,yizi_today=0.0% | yizi_next_all=3.3% | height{2:1282;3:247;4:91} | themes=133 | dates=177
promote,NOT one_price_today & NOT boards_ge5 & NOT is_fanbao,1992,537,0.2696,306/1047=29.2%,231/945=24.4%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:1452;3:370;4:170} | themes=144 | dates=207
promote,NOT one_price_today & NOT is_fanbao & NOT own_baoliang,1833,494,0.2695,285/952=29.9%,209/881=23.7%,yizi_today=0.0% | yizi_next_all=3.7% | height{2:1452;3:215;4:92;5:33;6:20;7:11;8:6;9:1;10:1;12:1;13:1} | themes=138 | dates=207
promote,NOT one_price_today & NOT opened & NOT href_le1,531,143,0.2693,89/277=32.1%,54/254=21.3%,yizi_today=0.0% | yizi_next_all=5.3% | height{2:449;3:49;4:24;5:8;6:1} | themes=94 | dates=162
promote,NOT one_price_today & NOT is_new_high & NOT is_fanbao,1916,514,0.2683,311/1045=29.8%,203/871=23.3%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:1440;3:315;4:117;5:36;6:6;7:1;8:1} | themes=142 | dates=205
promote,NOT boards_ge5 & opened & NOT is_fanbao,1357,364,0.2682,208/732=28.4%,156/625=25.0%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:952;3:284;4:121} | themes=126 | dates=207
promote,NOT is_new_high & NOT theme_alive_own & opened,235,63,0.2681,39/126=31.0%,24/109=22.0%,yizi_today=0.0% | yizi_next_all=0.9% | height{2:175;3:45;4:9;5:6} | themes=96 | dates=141
promote,leader_absent & NOT one_price_today & NOT href_le1,500,134,0.2680,87/292=29.8%,47/208=22.6%,yizi_today=0.0% | yizi_next_all=4.2% | height{2:405;3:68;4:22;5:5} | themes=89 | dates=59
promote,NOT one_price_today & theme_alive_own & NOT boards_ge5,1733,464,0.2677,252/870=29.0%,212/863=24.6%,yizi_today=0.0% | yizi_next_all=3.6% | height{2:1261;3:313;4:159} | themes=102 | dates=207
promote,NOT one_price_today & theme_alive_own & NOT own_baoliang,1595,427,0.2677,237/792=29.9%,190/803=23.7%,yizi_today=0.0% | yizi_next_all=3.9% | height{2:1261;3:181;4:88;5:30;6:18;7:9;8:5;10:1;12:1;13:1} | themes=100 | dates=207
promote,NOT height_new_high & opened,1328,355,0.2673,188/664=28.3%,167/664=25.2%,yizi_today=0.0% | yizi_next_all=2.2% | height{2:887;3:245;4:113;5:42;6:25;7:11;8:5} | themes=119 | dates=185
promote,NOT height_new_high & NOT unopened,1328,355,0.2673,188/664=28.3%,167/664=25.2%,yizi_today=0.0% | yizi_next_all=2.2% | height{2:887;3:245;4:113;5:42;6:25;7:11;8:5} | themes=119 | dates=185
promote,NOT one_price_today & NOT boards_ge5,2090,558,0.2670,306/1052=29.1%,252/1038=24.3%,yizi_today=0.0% | yizi_next_all=3.3% | height{2:1526;3:385;4:179} | themes=144 | dates=207
promote,NOT height_drop & opened,1147,306,0.2668,178/623=28.6%,128/524=24.4%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:742;3:223;4:98;5:38;6:21;7:12;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=116 | dates=149
promote,NOT height_drop & NOT unopened,1147,306,0.2668,178/623=28.6%,128/524=24.4%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:742;3:223;4:98;5:38;6:21;7:12;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=116 | dates=149
promote,leader_absent & opened & NOT href_le1,330,88,0.2667,53/194=27.3%,35/136=25.7%,yizi_today=0.0% | yizi_next_all=3.0% | height{2:256;3:53;4:18;5:3} | themes=76 | dates=59
promote,leader_baoliang & is_sub_high,240,64,0.2667,35/125=28.0%,29/115=25.2%,yizi_today=15.8% | yizi_next_all=5.0% | height{2:163;3:56;4:15;5:6} | themes=57 | dates=57
promote,leader_absent & NOT one_price_today & theme_alive_own,747,199,0.2664,103/372=27.7%,96/375=25.6%,yizi_today=0.0% | yizi_next_all=4.0% | height{2:524;3:133;4:60;5:18;6:10;7:1;10:1} | themes=74 | dates=86
promote,NOT one_price_today & NOT is_new_high & theme_alive_own,1654,440,0.2660,260/873=29.8%,180/781=23.0%,yizi_today=0.0% | yizi_next_all=3.6% | height{2:1248;3:266;4:104;5:28;6:6;7:1;8:1} | themes=101 | dates=205
promote,NOT is_new_high & opened & NOT is_fanbao,1306,347,0.2657,209/728=28.7%,138/578=23.9%,yizi_today=0.0% | yizi_next_all=2.7% | height{2:944;3:247;4:85;5:23;6:5;7:1;8:1} | themes=124 | dates=205
promote,opened & href_le1,403,107,0.2655,42/174=24.1%,65/229=28.4%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:165;3:97;4:61;5:32;6:23;7:13;8:6;9:1;10:1;11:1;12:1;13:1;18:1} | themes=70 | dates=156
promote,NOT unopened & href_le1,403,107,0.2655,42/174=24.1%,65/229=28.4%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:165;3:97;4:61;5:32;6:23;7:13;8:6;9:1;10:1;11:1;12:1;13:1;18:1} | themes=70 | dates=156
promote,NOT one_price_today & opened & href_le1,403,107,0.2655,42/174=24.1%,65/229=28.4%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:165;3:97;4:61;5:32;6:23;7:13;8:6;9:1;10:1;11:1;12:1;13:1;18:1} | themes=70 | dates=156
promote,NOT one_price_today & NOT own_baoliang,1923,510,0.2652,285/956=29.8%,225/967=23.3%,yizi_today=0.0% | yizi_next_all=3.5% | height{2:1526;3:223;4:98;5:35;6:20;7:11;8:6;9:1;10:1;12:1;13:1} | themes=138 | dates=207
promote,opened & NOT is_fanbao & NOT own_baoliang,1218,323,0.2652,187/650=28.8%,136/568=23.9%,yizi_today=0.0% | yizi_next_all=2.7% | height{2:952;3:152;4:61;5:20;6:16;7:9;8:4;9:1;10:1;12:1;13:1} | themes=121 | dates=207
promote,to_hi & opened & NOT one_price_today,510,135,0.2647,74/268=27.6%,61/242=25.2%,yizi_today=0.0% | yizi_next_all=1.2% | height{2:280;3:113;4:58;5:27;6:16;7:8;8:4;9:1;11:1;12:1;18:1} | themes=91 | dates=203
promote,NOT same_theme_broken & is_fanbao,102,27,0.2647,2/7=28.6%,25/95=26.3%,yizi_today=11.8% | yizi_next_all=2.9% | height{2:76;3:13;4:9;5:4} | themes=29 | dates=58
promote,opened & NOT boards_ge5,1421,376,0.2646,208/736=28.3%,168/685=24.5%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:998;3:295;4:128} | themes=126 | dates=207
promote,NOT unopened & NOT boards_ge5,1421,376,0.2646,208/736=28.3%,168/685=24.5%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:998;3:295;4:128} | themes=126 | dates=207
promote,NOT one_price_today & NOT boards_ge5 & opened,1421,376,0.2646,208/736=28.3%,168/685=24.5%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:998;3:295;4:128} | themes=126 | dates=207
promote,NOT is_new_high & NOT one_price_today,2000,528,0.2640,311/1050=29.6%,217/950=22.8%,yizi_today=0.0% | yizi_next_all=3.3% | height{2:1513;3:326;4:117;5:36;6:6;7:1;8:1} | themes=142 | dates=205
promote,theme_alive_own & opened & href_le1,341,90,0.2639,33/139=23.7%,57/202=28.2%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:139;3:81;4:53;5:27;6:21;7:12;8:4;10:1;11:1;12:1;13:1} | themes=55 | dates=143
promote,leader_absent & NOT one_price_today & NOT is_fanbao,864,228,0.2639,122/447=27.3%,106/417=25.4%,yizi_today=0.0% | yizi_next_all=3.9% | height{2:608;3:159;4:62;5:22;6:11;7:1;10:1} | themes=111 | dates=86
promote,NOT theme_alive_own & opened & NOT own_baoliang,216,57,0.2639,36/117=30.8%,21/99=21.2%,yizi_today=0.0% | yizi_next_all=0.5% | height{2:175;3:28;4:7;5:3;6:1;7:1;9:1} | themes=90 | dates=131
promote,NOT theme_alive_own & NOT one_price_today,379,100,0.2639,58/197=29.4%,42/182=23.1%,yizi_today=0.0% | yizi_next_all=2.1% | height{2:265;3:72;4:20;5:12;6:3;7:2;8:3;9:1;18:1} | themes=114 | dates=176
promote,NOT one_price_today & NOT theme_alive_own & NOT is_fanbao,379,100,0.2639,58/197=29.4%,42/182=23.1%,yizi_today=0.0% | yizi_next_all=2.1% | height{2:265;3:72;4:20;5:12;6:3;7:2;8:3;9:1;18:1} | themes=114 | dates=176
promote,leader_absent & NOT one_price_today,906,239,0.2638,122/450=27.1%,117/456=25.7%,yizi_today=0.0% | yizi_next_all=3.8% | height{2:639;3:167;4:65;5:22;6:11;7:1;10:1} | themes=111 | dates=86
promote,NOT one_price_today & lag0,906,239,0.2638,122/450=27.1%,117/456=25.7%,yizi_today=0.0% | yizi_next_all=3.8% | height{2:639;3:167;4:65;5:22;6:11;7:1;10:1} | themes=111 | dates=86
promote,NOT one_price_today & NOT own_baoliang & NOT href_le1,1496,394,0.2634,244/803=30.4%,150/693=21.6%,yizi_today=0.0% | yizi_next_all=3.5% | height{2:1282;3:147;4:49;5:15;6:3} | themes=129 | dates=177
promote,NOT one_price_today & NOT theme_alive_own & NOT boards_ge5,357,94,0.2633,54/182=29.7%,40/175=22.9%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:265;3:72;4:20} | themes=114 | dates=175
promote,leader_baoliang & NOT one_price_today,975,256,0.2626,140/544=25.7%,116/431=26.9%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:648;3:193;4:84;5:29;6:11;7:5;8:3;11:1;18:1} | themes=110 | dates=102
promote,opened & NOT own_baoliang & NOT href_le1,991,260,0.2624,161/543=29.7%,99/448=22.1%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:833;3:114;4:32;5:10;6:2} | themes=114 | dates=177
promote,is_fanbao & leader_absent & NOT one_price_today,42,11,0.2619,0/3=0.0%,11/39=28.2%,yizi_today=0.0% | yizi_next_all=0.0% | height{2:31;3:8;4:3} | themes=19 | dates=27
promote,leader_absent & NOT one_price_today & is_fanbao,42,11,0.2619,0/3=0.0%,11/39=28.2%,yizi_today=0.0% | yizi_next_all=0.0% | height{2:31;3:8;4:3} | themes=19 | dates=27
promote,NOT one_price_today & NOT is_new_high & NOT boards_ge5,1956,511,0.2612,296/1011=29.3%,215/945=22.8%,yizi_today=0.0% | yizi_next_all=3.2% | height{2:1513;3:326;4:117} | themes=142 | dates=205
promote,NOT is_new_high & opened,1359,355,0.2612,209/732=28.6%,146/627=23.3%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:989;3:255;4:85;5:23;6:5;7:1;8:1} | themes=124 | dates=205
promote,NOT is_new_high & NOT unopened,1359,355,0.2612,209/732=28.6%,146/627=23.3%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:989;3:255;4:85;5:23;6:5;7:1;8:1} | themes=124 | dates=205
promote,NOT one_price_today & NOT is_new_high & opened,1359,355,0.2612,209/732=28.6%,146/627=23.3%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:989;3:255;4:85;5:23;6:5;7:1;8:1} | themes=124 | dates=205
promote,theme_alive_own & NOT boards_ge5 & opened,1180,308,0.2610,166/607=27.3%,142/573=24.8%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:823;3:243;4:114} | themes=90 | dates=206
promote,is_mid_2_3 & NOT one_price_today,1911,498,0.2606,270/947=28.5%,228/964=23.7%,yizi_today=0.0% | yizi_next_all=3.3% | height{2:1526;3:385} | themes=144 | dates=207
promote,NOT one_price_today & NOT boards_ge5 & NOT own_baoliang,1847,481,0.2604,266/909=29.3%,215/938=22.9%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:1526;3:223;4:98} | themes=137 | dates=207
promote,same_theme_broken & NOT href_le1,100,26,0.2600,21/50=42.0%,5/50=10.0%,yizi_today=19.0% | yizi_next_all=8.0% | height{2:88;3:7;4:4;5:1} | themes=21 | dates=41
promote,leader_absent & NOT theme_alive_own & opened,100,26,0.2600,13/52=25.0%,13/48=27.1%,yizi_today=0.0% | yizi_next_all=1.0% | height{2:72;3:21;4:2;5:4;6:1} | themes=60 | dates=57
promote,leader_absent & opened & NOT is_fanbao,581,151,0.2599,77/308=25.0%,74/273=27.1%,yizi_today=0.0% | yizi_next_all=2.8% | height{2:396;3:111;4:46;5:16;6:10;7:1;10:1} | themes=93 | dates=86
promote,NOT is_new_high & theme_alive_own & opened,1124,292,0.2598,170/606=28.1%,122/518=23.6%,yizi_today=0.0% | yizi_next_all=2.9% | height{2:814;3:210;4:76;5:17;6:5;7:1;8:1} | themes=88 | dates=202
promote,NOT own_baoliang & opened,1275,331,0.2596,187/653=28.6%,144/622=23.2%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:998;3:158;4:65;5:21;6:16;7:9;8:4;9:1;10:1;12:1;13:1} | themes=121 | dates=207
promote,NOT own_baoliang & NOT unopened,1275,331,0.2596,187/653=28.6%,144/622=23.2%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:998;3:158;4:65;5:21;6:16;7:9;8:4;9:1;10:1;12:1;13:1} | themes=121 | dates=207
promote,NOT one_price_today & opened & NOT own_baoliang,1275,331,0.2596,187/653=28.6%,144/622=23.2%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:998;3:158;4:65;5:21;6:16;7:9;8:4;9:1;10:1;12:1;13:1} | themes=121 | dates=207
promote,NOT is_new_high & NOT boards_ge5 & opened,1329,345,0.2596,201/705=28.5%,144/624=23.1%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:989;3:255;4:85} | themes=124 | dates=205
promote,is_mid_2_3 & opened,1293,335,0.2591,181/660=27.4%,154/633=24.3%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:998;3:295} | themes=125 | dates=207
promote,is_mid_2_3 & NOT unopened,1293,335,0.2591,181/660=27.4%,154/633=24.3%,yizi_today=0.0% | yizi_next_all=2.3% | height{2:998;3:295} | themes=125 | dates=207
promote,theme_alive_own & opened & NOT own_baoliang,1059,274,0.2587,151/536=28.2%,123/523=23.5%,yizi_today=0.0% | yizi_next_all=3.0% | height{2:823;3:130;4:58;5:18;6:15;7:8;8:4;10:1;12:1;13:1} | themes=88 | dates=204
promote,leader_absent & NOT one_price_today & href_le1,406,105,0.2586,35/158=22.2%,70/248=28.2%,yizi_today=0.0% | yizi_next_all=3.2% | height{2:234;3:99;4:43;5:17;6:11;7:1;10:1} | themes=73 | dates=81
promote,leader_baoliang & opened,689,178,0.2583,94/391=24.0%,84/298=28.2%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:440;3:144;4:64;5:24;6:9;7:4;8:2;11:1;18:1} | themes=97 | dates=102
promote,leader_baoliang & NOT unopened,689,178,0.2583,94/391=24.0%,84/298=28.2%,yizi_today=0.0% | yizi_next_all=2.0% | height{2:440;3:144;4:64;5:24;6:9;7:4;8:2;11:1;18:1} | themes=97 | dates=102
promote,leader_absent & NOT one_price_today & NOT boards_ge5,871,225,0.2583,112/425=26.4%,113/446=25.3%,yizi_today=0.0% | yizi_next_all=3.9% | height{2:639;3:167;4:65} | themes=109 | dates=86
promote,NOT leader_absent & same_theme_broken,62,16,0.2581,12/27=44.4%,4/35=11.4%,yizi_today=17.7% | yizi_next_all=6.5% | height{2:39;3:14;4:6;5:3} | themes=15 | dates=20
